exam_id,exam_kind,subject_code,exam_num,exam_question,exam_division,exam_choice1,exam_choice2,exam_choice3,exam_choice4,exam_choice5,exam_answer,exam_content,insert_date
571,202001,BIO,11,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
572,202001,BIO,12,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
573,202001,BIO,13,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
574,202001,BIO,14,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
575,202001,BIO,15,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
576,202001,BIO,16,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
577,202001,BIO,17,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
578,202001,BIO,18,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
579,202001,BIO,19,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
580,202001,BIO,20,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
581,202002,BIO,1,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
582,202002,BIO,2,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
583,202002,BIO,3,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
584,202002,BIO,4,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
585,202002,BIO,5,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
586,202002,BIO,6,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
587,202002,BIO,7,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
588,202002,BIO,8,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
589,202002,BIO,9,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
590,202002,BIO,10,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
591,202002,BIO,11,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
592,202002,BIO,12,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
593,202002,BIO,13,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
594,202002,BIO,14,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
595,202002,BIO,15,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
596,202002,BIO,16,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
597,202002,BIO,17,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
598,202002,BIO,18,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
599,202002,BIO,19,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
600,202002,BIO,20,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
601,202003,BIO,1,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
602,202003,BIO,2,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
603,202003,BIO,3,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
604,202003,BIO,4,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
605,202003,BIO,5,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
606,202003,BIO,6,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
607,202003,BIO,7,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
608,202003,BIO,8,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
609,202003,BIO,9,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
610,202003,BIO,10,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
611,202003,BIO,11,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
612,202003,BIO,12,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
613,202003,BIO,13,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
614,202003,BIO,14,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
615,202003,BIO,15,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
